2019/1/20 星期日 12:34:07	正在初始化...已完成
2019/1/20 星期日 18:12:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:12:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:17	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:13:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:01	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:08	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:11	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:13	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:15	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:20	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:22	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:27	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:32	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:37	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:40	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:42	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:44	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:47	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:49	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:54	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:14:59	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:06	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:25	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:29	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:34	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:51	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:56	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:15:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:04	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:05	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:07	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:09	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:10	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:12	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:14	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:16	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:18	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:19	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:21	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:23	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:24	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:26	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:28	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:30	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:31	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:33	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:35	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:36	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:38	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:39	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:41	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:43	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:45	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:46	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:48	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:50	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:52	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:53	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:55	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:57	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:16:58	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:17:00	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:17:02	[12306]服务器处理中，正在排队，请耐心等待...

2019/1/20 星期日 18:17:04	[12306]服务器处理中，正在排队，请耐心等待...
